Concept ID,Concept Title,Primitive,Canonical Job,Domain,Customer,Confidence,Evidence,Value Pattern ID,Value Pattern,Pattern Mechanism,Opportunity Family ID,Opportunity Family,Family Rule Basis,Family Value Engine,Related Value Patterns,Review Flags
C-0101,AI Commercial Real Estate Operating System,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0102,AI Family Office Analyst,Coordinate,Coordinate work,Household,Parent,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0103,AI Freight Negotiator,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0104,AI Government Grant Writer,Coordinate,Coordinate work,Public Sector,Public sector strategist,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0105,AI HOA Manager,Coordinate,Coordinate work,Workflow,Operations manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0106,AI Commercial Insurance Broker,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0107,AI Utility Grid Planner,Coordinate,Coordinate work,Infrastructure,Utility planner,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0108,AI Pharma Regulatory Navigator,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0109,AI Construction Financing Platform,Coordinate,Coordinate work,Workflow,Operations manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0110,AI Import/Export Compliance Agent,Remember,Preserve context,Operations,Operations executive,2,Intuition,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Broad initial wedge; Why-now missing
C-0111,AI Audit Platform,Verify,Verify quality,Commercial,Procurement leader,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Why-now missing
C-0112,AI RFP Platform,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0113,AI Contract Lifecycle Manager,Optimize,Improve decisions,Commercial,Procurement leader,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0114,AI Procurement Platform,Optimize,Improve execution,Workflow,Operations manager,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0115,AI Vendor Risk Manager,Coordinate,Coordinate work,Commercial,Procurement leader,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0116,AI Due Diligence Platform,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0117,AI Compliance Evidence Collector,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0118,AI Board Reporting,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0119,AI Policy Generator,Coordinate,Coordinate work,Public Sector,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0120,AI Business Continuity Planner,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0121,AI Aging-at-Home Platform,Coordinate,Coordinate work,Household,Parent,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0122,AI Estate Transition Manager,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0123,AI Retirement Navigator,Verify,Verify quality,Operations,Operations executive,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0124,AI Caregiver Copilot,Optimize,Improve execution,Household,Parent,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0125,AI Dementia Companion,Learn,Accelerate learning,Personal Development,Individual professional,2,Intuition,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0126,AI Legal & Financial Organizer,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0127,AI Home Modification Advisor,Coordinate,Coordinate work,Household,Parent,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0128,AI Longevity Coach,Learn,Accelerate execution,Healthcare,Care coordinator,2,Intuition,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Why-now missing
C-0129,AI Senior Transportation Network,Match,Match resources,Household,Parent,2,Intuition,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Why-now missing
C-0130,AI End-of-Life Planning Assistant,Coordinate,Coordinate work,Legal,Legal operations leader,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0131,AI Mining Operations Platform,Coordinate,Coordinate work,Workflow,Operations manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0132,AI Water Infrastructure Manager,Predict,Predict outcomes,Physical Operations,Infrastructure operator,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0133,AI Waste Management Optimizer,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0134,AI Fisheries Intelligence Platform,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0135,AI Forestry Manager,Verify,Verify quality,Healthcare,Care coordinator,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Why-now missing
C-0136,AI Port Operations Platform,Coordinate,Coordinate work,Physical Operations,Supply chain manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0137,AI Cemetery Operations Platform,Coordinate,Coordinate work,Workflow,Operations manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0138,AI Food Safety Compliance,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0139,AI Airport Operations Brain,Remember,Preserve context,Workflow,Operations manager,2,Intuition,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Why-now missing
C-0140,AI Rail Infrastructure Platform,Predict,Predict outcomes,Physical Operations,Infrastructure operator,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0141,Company Genome,Predict,Predict outcomes,Operations,Operations executive,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0142,Digital Clone Marketplace,Match,Match resources,Operations,Operations executive,2,Intuition,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0143,Synthetic Customer Platform,Coordinate,Coordinate work,Commercial,Revenue operations leader,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0144,AI Civilization Simulator,Optimize,Improve decisions,Institutions,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0145,AI Operating Partner,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0146,AI Acquisition Builder,Coordinate,Coordinate work,Venture,Founder,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0147,AI Workforce Composer,Create,Create reusable outputs,Talent,Recruiter,2,Intuition,VP-010,Assetization Engines,Creates leverage by converting transient effort into reusable intellectual or operating capital.,OF-005,Capability Capital Platforms,Value Pattern VP-010 Assetization Engines -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Primitive ambiguity; Why-now missing
C-0148,Autonomous Venture Studio,Discover,Find opportunities,Venture,Founder,2,Intuition,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Why-now missing
C-0149,Enterprise Reality Replay,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0150,Business Time Machine,Coordinate,Coordinate work,Public Sector,Public sector strategist,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0151,GitHub for Business Processes,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0152,Spotify for AI Workers,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0153,Steam for Enterprise Automation,Coordinate,Coordinate work,Operations,Automation operations leader,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0154,Bloomberg for Companies,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0155,Stripe for AI,Coordinate,Coordinate work,Infrastructure,Infrastructure planner,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
